icpsr_study_number,n_articles,max_detection_score,mean_detection_score,title,doi,snippet
3548,2,52.0,52.0,"Childhood Victimization and Delinquency, Adult Criminality, and Violent Criminal Behavior in a Large Urban County in the Northwest United States, 1980-1997",https://doi.org/10.3886/icpsr03548.v1,"Childhood Victimization and Delinquency, Adult Criminality, and Violent Criminal Behavior in a Large Urban County in the Northwest United States, 1980-1997
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Childhood Victimization and Delinquency, Adult Criminality, and Violent Criminal Behavior in a Large Urban County in the Northwest United States, 1980-1997   (ICPSR 3548)
Version Date:
May 6, 2003
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
English, Diane J., and Widom, Cathy Spatz."
3550,2,48.0,48.0,"National Survey of DNA Crime Laboratories, 2001",https://doi.org/10.3886/icpsr03550,"National Survey of DNA Crime Laboratories, 2001
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
National Survey of DNA Crime Laboratories, 2001   (ICPSR 3550)
Version Date:
Nov 4, 2005
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
3594,2,66.0,66.0,"Survey of Program Dynamics (SPD) Second Longitudinal File: Data Years 1992, 1993, 1994, 1996, 1997, 1998, and 1999",https://doi.org/10.3886/icpsr03594.v1,"Survey of Program Dynamics (SPD) Second Longitudinal File:  Data Years 1992, 1993, 1994, 1996, 1997, 1998, and 1999
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Survey of Program Dynamics (SPD) Second Longitudinal File:  Data Years 1992, 1993, 1994, 1996, 1997, 1998, and 1999   (ICPSR 3594)
Version Date:
May 9, 2003
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States."
3605,2,51.0,51.0,"National Health Interview Survey, 2001",https://doi.org/10.3886/icpsr03605,"National Health Interview Survey, 2001
Skip to Main Content
Search
Site Content
Data
Home
Search Data
Search Holdings
Data
Series
SDA (Online Analysis)
Publications
Restricted Data
Deposit Data
Deposit
Depositor Checklist
Acquisitions Policy
Share Using NACDA-OAR
About
Overview
Newsletters and Announcements
Podcasts and Webinars
Help
More Data Resources
Longitudinal Data Resources
NACDA Colectica Portal
Accessing Restricted Data
NSHAP
MIDUS
NHATS and HRS
National Health Interview Survey, 2001 (ICPSR 3605)
Version Date:
Nov 4, 2005
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Health and Human Services."
36053,1,18.0,18.0,"Cognition, Health, and Well-Being in a Rural Sub-Saharan African Population",https://doi.org/10.1007/s10680-017-9445-1,"doi:
10.3886/ICPSR36053.v1
."
36074,1,17.0,17.0,Caring for Whole Families: Relationships Between Providers and Families During Infancy and Toddlerhood,https://doi.org/10.1007/s10643-023-01491-x,ICPSR36074-v1.
36151,1,10.0,10.0,Age of Marriage and Women’s Political Engagement: Evidence from India,https://doi.org/10.7910/dvn/quz2bn,"The paper uses the Indian Human Development Survey-II (IHDS-II), which can be obtained from http://doi.org/10.3886/ICPSR36151.v6"
36158,2,18.0,14.0,"An Alpha, Beta and Gamma Approach to Evaluating Occupational Health Organizational Interventions: Learning from the Measurement of Work-Family Conflict Change",https://doi.org/10.1007/s41542-022-00122-y,"https://doi.org/10.3886/ICPSR36158.v2
Code Availability
Code is presented in supplemental materials."
36231,4,14.0,11.25,"Precise Estimation for the Age of Initiation of Tobacco Use Among U.S. Youth: Finding from the Population Assessment of Tobacco and Health (PATH) Study, 2013‐2017",https://doi.org/10.19080/bboaj.2022.11.555801,ICPSR36231‐v13.
36263,1,16.0,16.0,Exposure to Advertisements and Marijuana Use Among US Adolescents,https://doi.org/10.5888/pcd14.170253,"Monitoring the Future: a continuing study of American youth (12th-grade survey), 2014 (ICPSR 36263)."
3635,2,50.0,50.0,"Survey of Consumer Attitudes and Behavior, Fall 1953: Human Relations",https://doi.org/10.3886/icpsr03635,"Survey of Consumer Attitudes and Behavior, Fall 1953:  Human Relations
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Survey of Consumer Attitudes and Behavior, Fall 1953:  Human Relations (ICPSR 3635)
Version Date:
Dec 15, 2005
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
University of Michigan."
3636,2,55.0,55.0,"Development and Measurement of Social Indicators, 1972-1973",https://doi.org/10.3886/icpsr03636.v1,"Development and Measurement of Social Indicators, 1972-1973
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Development and Measurement of Social Indicators, 1972-1973 (ICPSR 3636)
Version Date:
Jan 18, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Andrews, Frank M., and Withey, Stephen B."
36360,1,19.0,19.0,Financial Problems in Established Adulthood: Implications for Depressive Symptoms and Relationship Quality with Parents,https://doi.org/10.1007/s10804-022-09409-4,"https://doi.org/10.3886/ICPSR36360.v2
Fingerman, K."
3678,1,50.0,50.0,"Resources for Enhancing Alzheimer's Caregiver Health, 1996-2001, Baseline and Follow-Up Data",https://doi.org/10.3886/icpsr03678,"Resources for Enhancing Alzheimer's Caregiver Health, 1996-2001, Baseline and Follow-Up Data
Skip to Main Content
Search
Site Content
Data
Home
Search Data
Search Holdings
Data
Series
SDA (Online Analysis)
Publications
Restricted Data
Deposit Data
Deposit
Depositor Checklist
Acquisitions Policy
Share Using NACDA-OAR
About
Overview
Newsletters and Announcements
Podcasts and Webinars
Help
More Data Resources
Longitudinal Data Resources
NACDA Colectica Portal
Accessing Restricted Data
NSHAP
MIDUS
NHATS and HRS
Resources for Enhancing Alzheimer's Caregiver Health, 1996-2001, Baseline and Follow-Up Data  (ICPSR 3678)
Version Date:
Sep 26, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Schulz, Richard."
3688,2,53.0,53.0,"Arrestee Drug Abuse Monitoring (ADAM) Program in the United States, 2001",https://doi.org/10.3886/icpsr03688,"Arrestee Drug Abuse Monitoring (ADAM) Program in the United States, 2001
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Arrestee Drug Abuse Monitoring (ADAM) Program in the United States, 2001 (ICPSR 3688)
Version Date:
Mar 30, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
3714,1,68.0,68.0,"Trends in Substance Abuse and Treatment Needs Among Inmates in the United States, 1996-1997",https://doi.org/10.3886/icpsr03714,"Trends in Substance Abuse and Treatment Needs Among Inmates in the United States, 1996-1997
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Trends in Substance Abuse and Treatment Needs Among Inmates in the United States, 1996-1997 (ICPSR 3714)
Version Date:
Jan 18, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Belenko, Steven."
37183,1,10.0,10.0,Structure and trends of externalizing and internalizing psychiatric symptoms and gender differences among adolescents in the US from 1991 to 2018,https://doi.org/10.1007/s00127-021-02189-4,"https://doi.org/10.3886/ICPSR37183.v1
Lanza ST, Vasilenko SA, Liu X, Li R, Piper ME (2014) Advancing the understanding of craving during smoking cessation attempts: a demonstration of the time-varying effect model."
37242,1,38.0,38.0,"Los Angeles Family and Neighborhood Survey (L.A.FANS), Wave 1, Restricted Data Version 1, 2000-2001",https://doi.org/10.3886/icpsr37242,"Los Angeles Family and Neighborhood Survey (L.A.FANS), Wave 1, Restricted Data Version 1, 2000-2001
Skip to Main Content
Search
Data
Site Content
Search Holdings
Browse
Data
Series
Online Analysis
Publications
Restricted Data
Deposit
Deposit Data
Acquisitions Policy
Resources
Accessing Restricted Data
Data Guides
FAQs
Additional Resources
About
Mission & Team
Announcements & Newsletters
Contact Us
Subscribe
Los Angeles Family and Neighborhood Survey (L.A.FANS), Wave 1, Restricted Data Version 1, 2000-2001 (ICPSR 37242)
Version Date:
Apr 8, 2019
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Pebley, Anne R., and Sastry, Narayan."
3727,2,55.0,55.0,"Continuity and Change in American National Elections, 1952-1996: [Instructional Materials]",https://doi.org/10.3886/icpsr03727,"Continuity and Change in American National Elections, 1952-1996:  [Instructional Materials]
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Continuity and Change in American National Elections, 1952-1996:  [Instructional Materials]   (ICPSR 3727)
Version Date:
Mar 3, 2004
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Davison, Donald L."
3729,1,49.0,49.0,"Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, Summarized Yearly, 2001",https://doi.org/10.3886/icpsr03729,"Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, Summarized Yearly, 2001
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, Summarized Yearly, 2001 (ICPSR 3729)
Version Date:
Sep 28, 2009
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
